Day,Month,Year,Country,State,TempMax,TempAvg,TempMin,HumMax,HumAvg,HumMin,Wind_Speed_Max,Wind_Speed_Avg,Wind_Speed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Total_Precipitations
26,December,2019,Italy,Lombardia,50,39.9,32,100,80.7,54,5,2.1,0,29.8,29.8,29.7,0
27,December,2019,Italy,Lombardia,50,38.1,32,100,85.6,58,6,2,1,29.9,29.8,29.8,0
28,December,2019,Italy,Lombardia,48,37.9,32,100,87.7,66,5,2,0,30.1,30,29.9,0
29,December,2019,Italy,Lombardia,43,36.2,32,100,96.9,87,8,2.8,1,30.2,30.1,30.1,0
30,December,2019,Italy,Lombardia,43,38.5,34,100,86.9,76,8,4.7,0,30.3,30.2,30.2,0
31,December,2019,Italy,Lombardia,46,36.8,30,100,89.1,66,6,3.2,1,30.2,30.1,30,0
1,January,2020,Italy,Lombardia,50,36.1,27,100,85.6,58,6,2.2,1,30.1,30.1,30,0
2,January,2020,Italy,Lombardia,46,35.2,28,100,87.3,66,6,2.7,1,30.1,30.1,30.1,0
3,January,2020,Italy,Lombardia,46,37.8,30,100,88.2,71,5,1.8,0,30,29.9,29.9,0
4,January,2020,Italy,Lombardia,50,40,30,100,79,58,10,3.8,1,29.9,29.8,29.8,0
5,January,2020,Italy,Lombardia,55,40.5,30,100,76.5,41,6,2.3,0,30.1,29.9,29.8,0
6,January,2020,Italy,Lombardia,39,34.1,30,100,95.1,87,5,2.7,1,30.1,30.1,30,0
7,January,2020,Italy,Lombardia,36,32.5,30,100,99.1,93,6,3.7,1,30.1,30,29.9,0
8,January,2020,Italy,Lombardia,36,33.1,30,100,98.8,93,7,3.9,1,30.1,30.1,30,0
9,January,2020,Italy,Lombardia,43,33.5,28,100,95.5,76,6,2.5,1,30,29.9,29.9,0
10,January,2020,Italy,Lombardia,46,40.3,34,100,89.1,76,7,2.6,1,29.9,29.9,29.8,0
11,January,2020,Italy,Lombardia,52,37.7,28,100,88.4,58,5,2,0,30,30,29.9,0
12,January,2020,Italy,Lombardia,48,36.7,28,100,87.2,66,5,1.7,0,30,30,29.9,0
13,January,2020,Italy,Lombardia,45,33.9,27,100,89.2,61,3,1.5,0,30,29.9,29.9,0
14,January,2020,Italy,Lombardia,43,38,32,100,88.3,76,6,2.7,1,30,29.9,29.9,0
15,January,2020,Italy,Lombardia,43,41.6,39,100,92,87,6,2.4,1,30,30,30,0
16,January,2020,Italy,Lombardia,48,41.1,34,100,85.7,62,6,2.3,0,30.1,30,30,0
17,January,2020,Italy,Lombardia,52,41,30,100,82,54,7,2.9,0,30,29.9,29.8,0
18,January,2020,Italy,Lombardia,48,42.8,36,100,92.8,76,8,3.4,0,29.9,29.8,29.8,0
19,January,2020,Italy,Lombardia,46,38.5,32,100,90.2,66,7,3.5,1,30.2,30,29.9,0
20,January,2020,Italy,Lombardia,48,39.5,32,87,64.7,34,6,3.4,1,30.5,30.3,30.2,0
21,January,2020,Italy,Lombardia,45,36.2,30,100,77.8,57,6,2.4,0,30.5,30.4,30.3,0
22,January,2020,Italy,Lombardia,48,37.1,27,93,75.6,46,8,3.3,0,30.3,30.1,30,0
23,January,2020,Italy,Lombardia,48,37.8,30,100,77,50,6,3,1,30.1,29.4,0,0
24,January,2020,Italy,Lombardia,48,39.5,30,100,78.2,57,6,2.3,0,30,29.9,29.9,0
25,January,2020,Italy,Lombardia,46,41.4,36,93,85.5,71,6,2.6,0,29.9,29.9,29.8,0
26,January,2020,Italy,Lombardia,50,42.2,36,100,83,62,6,3,1,29.8,29.8,29.7,0
27,January,2020,Italy,Lombardia,50,41.8,30,100,83.5,62,8,2.3,0,29.7,29.7,29.6,0
28,January,2020,Italy,Lombardia,48,44.4,41,100,91.7,82,9,3.9,0,29.6,29.4,29.3,0
29,January,2020,Italy,Lombardia,59,44.3,34,100,74.7,39,9,4.9,1,29.6,29.4,29.4,0
30,January,2020,Italy,Lombardia,52,41.9,32,93,78,57,7,3.3,1,29.7,29.7,29.6,0
31,January,2020,Italy,Lombardia,55,45,36,100,80.3,54,7,3,0,29.7,29.7,29.7,0
1,February,2020,Italy,Lombardia,50,46.8,43,100,91.8,82,7,3.5,1,29.7,29.7,29.6,0
2,February,2020,Italy,Lombardia,45,40.7,36,100,96.7,93,7,3.3,1,29.7,29.7,29.6,0
3,February,2020,Italy,Lombardia,50,43.4,37,100,96.5,82,9,4.9,1,29.7,29.6,29.6,0
4,February,2020,Italy,Lombardia,61,48.2,43,100,65.9,16,30,11.5,3,29.6,29.4,29.3,0
5,February,2020,Italy,Lombardia,57,47.9,37,53,31.5,14,30,11.7,1,29.9,29.8,29.6,0
6,February,2020,Italy,Lombardia,54,40.9,30,75,49.1,22,8,2.9,1,30.1,30,29.9,0
7,February,2020,Italy,Lombardia,55,41.7,28,86,64.3,33,9,3.1,1,30,29.9,29.9,0
8,February,2020,Italy,Lombardia,52,42.1,34,93,68.2,43,5,2.1,1,30,30,29.9,0
9,February,2020,Italy,Lombardia,48,40,30,100,85.8,62,6,2.4,1,30.1,30,29.9,0
10,February,2020,Italy,Lombardia,52,44.4,41,100,92.5,71,6,3.2,1,29.9,29.6,29.4,0
11,February,2020,Italy,Lombardia,66,50.3,34,100,56.9,19,14,5.9,1,29.5,29.4,29.3,0
12,February,2020,Italy,Lombardia,61,49,36,60,36.6,19,12,4.9,1,29.7,29.6,29.6,0
13,February,2020,Italy,Lombardia,52,43.9,32,87,61.7,47,10,4.2,1,29.8,29.7,29.6,0
14,February,2020,Italy,Lombardia,59,47,37,87,69.5,45,13,5,1,29.9,29.7,29.6,0
15,February,2020,Italy,Lombardia,55,43.8,34,100,81.3,58,7,2.9,1,30,29.9,29.9,0
16,February,2020,Italy,Lombardia,57,46.2,32,100,80.3,58,6,2.1,0,30,30,29.9,0
17,February,2020,Italy,Lombardia,52,49.3,48,100,95.4,82,3,1.6,0,30,29.9,29.8,0
18,February,2020,Italy,Lombardia,59,50,43,100,85.2,55,7,3.9,1,29.9,29.8,29.8,0
19,February,2020,Italy,Lombardia,57,46.9,37,100,76.3,30,8,4.4,1,29.9,29.8,29.7,0
20,February,2020,Italy,Lombardia,57,45.2,34,76,51.4,31,7,3.5,1,29.9,29.8,29.8,0
21,February,2020,Italy,Lombardia,61,45.9,32,93,65.7,36,9,4,1,30,29.8,29.8,0
22,February,2020,Italy,Lombardia,57,46.6,34,93,67.7,41,7,2.4,1,30.1,30.1,30,0
23,February,2020,Italy,Lombardia,59,50.2,39,87,74.3,63,13,6.3,1,30,29.9,29.8,0
24,February,2020,Italy,Lombardia,66,55.4,48,82,70.5,52,13,7.9,2,29.8,29.7,29.6,0
25,February,2020,Italy,Lombardia,57,52.1,48,93,80.2,67,5,1.9,0,29.6,29.4,29.2,0
26,February,2020,Italy,Lombardia,57,49.1,45,100,57,12,20,10.4,1,29.4,29.2,29.1,0
27,February,2020,Italy,Lombardia,54,45.8,34,65,39,24,9,4.9,2,29.5,29.4,29.2,0
28,February,2020,Italy,Lombardia,61,49.8,41,65,30.5,10,14,7.1,1,29.7,29.6,29.3,0
29,February,2020,Italy,Lombardia,50,44.7,37,93,55,37,9,3.5,1,29.7,29.6,29.5,0
1,March,2020,Italy,Lombardia,46,44.2,41,100,89.4,81,6,3,0,29.5,29.3,29.2,0
2,March,2020,Italy,Lombardia,48,40.8,32,100,96.7,87,18,7,1,29.3,29.1,28.9,0
3,March,2020,Italy,Lombardia,54,46.6,41,100,82.5,58,13,4.8,1,29.3,29.1,28.9,0
4,March,2020,Italy,Lombardia,55,45.5,34,100,71.4,36,10,3.7,1,29.5,29.5,29.3,0
5,March,2020,Italy,Lombardia,50,43.9,39,93,80.4,62,10,5.4,2,29.5,29.4,29.1,0
6,March,2020,Italy,Lombardia,52,43.7,39,93,82.1,58,9,4.8,2,29.3,28.6,0,0
7,March,2020,Italy,Lombardia,61,48.1,36,100,68.7,22,12,4.2,0,29.7,29.5,29.3,0
8,March,2020,Italy,Lombardia,57,47.4,34,100,61.9,38,6,3,1,29.8,29.7,29.6,0
9,March,2020,Italy,Lombardia,50,45.6,37,93,72.4,58,9,3.6,1,29.6,29.6,29.5,0
10,March,2020,Italy,Lombardia,61,49.5,41,87,62.4,29,8,5.1,2,29.7,29.6,29.6,0
11,March,2020,Italy,Lombardia,68,53.8,39,87,63.9,43,7,3.7,1,29.8,29.7,29.6,0
12,March,2020,Italy,Lombardia,59,52.5,43,100,81.3,67,7,2.5,0,29.8,29.7,29.6,0
13,March,2020,Italy,Lombardia,66,58.9,55,82,72.4,56,10,5.3,2,29.6,29.6,29.5,0
14,March,2020,Italy,Lombardia,57,51.2,41,93,79.4,67,12,6.5,1,29.8,29.7,29.6,0
15,March,2020,Italy,Lombardia,55,47.1,39,100,77.6,51,9,3.8,1,29.9,29.9,29.8,0
16,March,2020,Italy,Lombardia,59,48.1,36,100,67.9,39,6,2.6,1,30,29.9,29.9,0
17,March,2020,Italy,Lombardia,63,49.5,37,100,69.6,39,5,2.3,0,30.1,30,30,0
18,March,2020,Italy,Lombardia,66,52.4,39,100,68.3,37,5,2.1,0,30,30,29.9,0
19,March,2020,Italy,Lombardia,68,55.4,41,100,63.5,35,6,2.3,1,29.9,29.9,29.8,0
20,March,2020,Italy,Lombardia,64,54.1,43,87,69.4,49,8,3,1,29.8,29.8,29.7,0
21,March,2020,Italy,Lombardia,68,55,43,93,64.1,35,7,3.4,1,29.7,29.6,29.5,0
22,March,2020,Italy,Lombardia,59,53.3,50,94,69.8,50,15,8.7,3,29.8,29.7,29.6,0
23,March,2020,Italy,Lombardia,50,43.3,36,65,47.4,42,20,11.1,1,30,29.9,29.8,0
24,March,2020,Italy,Lombardia,54,42.9,30,87,50.4,21,12,3.6,0,29.9,29.9,29.8,0
25,March,2020,Italy,Lombardia,48,42.4,34,75,53.6,34,14,6.4,1,29.9,29.8,29.7,0
26,March,2020,Italy,Lombardia,45,40.7,34,76,56.9,43,7,3.8,0,29.7,29.6,29.6,0
27,March,2020,Italy,Lombardia,55,49.7,43,82,55.7,41,8,5.1,1,29.7,29.6,29.6,0
28,March,2020,Italy,Lombardia,66,55,46,87,61.1,37,7,3.3,1,29.7,29.6,29.5,0
29,March,2020,Italy,Lombardia,66,55.5,45,87,61.6,37,8,4,1,29.6,29.5,29.4,0
30,March,2020,Italy,Lombardia,59,53.6,46,93,70.4,51,18,9.1,2,29.7,29.5,29.5,0
31,March,2020,Italy,Lombardia,50,43.1,39,93,71.2,40,20,10.9,6,29.8,29.8,29.7,0
